"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"","",826,"Lasiomma seminitidum","2019-02-26","Culcheth","SJ647949","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708808""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",827,"Phaonia tuguriorum","2019-02-26","Culcheth","SJ646949","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708807""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] ","Requires Confirmation",""
"","",828,"Pollenia angustigena","2019-02-26","Culcheth","SJ646949","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708806""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",829,"Calliphora vomitoria","2019-02-26","Culcheth","SJ646949","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708805""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",829,"Calliphora vomitoria","2019-02-26","Culcheth","SJ646949","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708805""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"","",830,"Calliphora vicina","2019-02-26","Culcheth","SJ643951","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708804""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"","",831,"Norellia spinipes","2019-02-26","Culcheth","SJ642952","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708803""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] ","Requires Confirmation",""
"","",832,"Pollenia labialis","2019-02-26","Culcheth","SJ642952","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708802""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Linear Park""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"","",833,"Fannia rondanii","2019-05-31","Barnton","SJ642750","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708801""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Ivy-covered copse""] ","Requires Confirmation",""
"","",835,"Fannia similis","2019-05-31","Barnton","SJ642749","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708799""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Shaded river bank""] ","Requires Confirmation",""
"","",836,"Paradelia intersecta","2019-05-31","Barnton","SJ642749","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708798""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Shaded river bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",838,"Anthomyia pullula authors","2019-05-31","Barnton","SJ642749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708796""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Shaded river bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",839,"Scathophaga stercoraria","2019-02-26","Culcheth","SJ641953","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708795""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Willow scrub""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",840,"Scathophaga stercoraria","2019-03-29","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708794""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",840,"Scathophaga stercoraria","2019-03-29","Barnton","SJ641750","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708794""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] ","Requires Confirmation",""
"","",841,"Sarcophaga variegata","2019-06-10","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708793""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",842,"Muscina stabulans","2019-06-10","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708792""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] ","Requires Confirmation",""
"","",843,"Protocalliphora azurea","2019-06-10","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708791""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] [Verifier: ""Olga Retka""] [Verified on: ""01/02/2022""] ","Considered correct","Verified by  Olga Retka 01/02/2022"
"","",844,"Paradelia intersecta","2019-04-12","Barnton","SJ641750","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708790""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",845,"Paradelia intersecta","2019-03-29","Barnton","SJ641750","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708789""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",846,"Delia platura","2019-05-06","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708788""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Abundant basking""] [Sample Comment: ""Garden""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""3m, 5f""; Sex: ""mixed""; Stage: ""adult""]",847,"Botanophila fugax","2019-04-12","Barnton","SJ641750","3","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708787""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""3m, 5f""; Sex: ""mixed""; Stage: ""adult""]",847,"Botanophila fugax","2019-04-12","Barnton","SJ641750","5","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708787""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",848,"Botanophila fugax","2019-03-29","Barnton","SJ641750","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708786""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",848,"Botanophila fugax","2019-03-29","Barnton","SJ641750","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708786""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Garden""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",849,"Periscepsia spathulata","2019-04-12","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708785""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",850,"Meigenia mutabilis","2019-07-04","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708784""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",851,"Dufouria chalybeata","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708783""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",852,"Scathophaga stercoraria","2019-05-31","Barnton","SJ641749","1","Adult","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708782""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] ","Requires Confirmation",""
"","",853,"Sarcophaga subvicina","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708781""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open river bank""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",854,"Schoenomyza litorella","2019-04-12","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708780""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] ","Requires Confirmation",""
"","",855,"Pollenia angustigena","2019-07-04","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708779""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] ","Requires Confirmation",""
"","",856,"Lucilia sericata","2019-06-10","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708778""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Olga Retka""] [Verified on: ""07/02/2022""] ","Considered correct","Verified by  Olga Retka 07/02/2022"
"","",857,"Phorbia bartaki","2019-03-29","Barnton","SJ641749","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708777""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",858,"Paregle audacula","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708776""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open river bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""2m, 6f""; Sex: ""mixed""; Stage: ""adult""]",859,"Paradelia intersecta","2019-04-12","Barnton","SJ641749","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708775""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""2m, 6f""; Sex: ""mixed""; Stage: ""adult""]",859,"Paradelia intersecta","2019-04-12","Barnton","SJ641749","6","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708775""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""adult""]",860,"Paradelia intersecta","2019-03-29","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708774""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""adult""]",860,"Paradelia intersecta","2019-03-29","Barnton","SJ641749","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708774""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 4f""; Sex: ""mixed""; Stage: ""adult""]",861,"Hylemya urbica","2019-04-12","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708773""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"Cloned","[Count of sex or stage: ""1m, 4f""; Sex: ""mixed""; Stage: ""adult""]",861,"Hylemya urbica","2019-04-12","Barnton","SJ641749","4","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708773""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",862,"Hylemya urbica","2019-03-29","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708772""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",863,"Delia florilega","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708771""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open river bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",864,"Botanophila fugax","2019-03-29","Barnton","SJ641749","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708770""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Phil Brighton""] [Verified on: ""11/02/2020""] ","Considered correct","Verified by  Phil Brighton 11/02/2020"
"","",865,"Tachina fera","2019-08-23","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708769""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",866,"Tachina fera","2019-08-04","Croft, garden","SJ637932","1","Adult","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708768""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",867,"Siphona geniculata","2019-05-17","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708767""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",868,"Siphona geniculata","2019-04-21","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708766""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Matt Smith""] [Verified on: ""04/02/2020""] ","Correct","Verified by  Matt Smith 04/02/2020"
"","",869,"Scathophaga stercoraria","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708765""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",870,"Scathophaga stercoraria","2019-06-09","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708764""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",871,"Scathophaga stercoraria","2019-05-20","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708763""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",872,"Scathophaga stercoraria","2019-04-21","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708762""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",873,"Norellia spinipes","2019-04-06","Croft, garden","SJ637932","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708761""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",874,"Sarcophaga variegata","2019-07-24","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708760""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",875,"Sarcophaga subvicina","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708759""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",876,"Sarcophaga nigriventris","2019-07-08","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708758""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",877,"Sarcophaga nigriventris","2019-06-22","Croft, garden","SJ637932","3","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708757""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",878,"Sarcophaga nigriventris","2019-05-17","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708756""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",879,"Sarcophaga dissimilis","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708755""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Daniel Whitmore""] [Verified on: ""22/02/2020""] ","Considered correct","Verified by  Daniel Whitmore 22/02/2020"
"","",880,"Rhinophora lepida","2019-07-11","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708754""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Ryan Mitchell""] [Verified on: ""24/09/2020""] ","Considered correct","Verified by  Ryan Mitchell 24/09/2020"
"","",881,"Rhinophora lepida","2019-07-08","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708753""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Ryan Mitchell""] [Verified on: ""24/09/2020""] ","Considered correct","Verified by  Ryan Mitchell 24/09/2020"
"","",882,"Phaonia tuguriorum","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708752""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",883,"Phaonia tuguriorum","2019-07-21","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708751""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",884,"Phaonia tuguriorum","2019-07-16","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708750""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",885,"Phaonia tuguriorum","2019-06-19","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708749""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",886,"Phaonia tuguriorum","2019-06-07","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708748""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",887,"Phaonia tuguriorum","2019-05-28","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708747""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",888,"Phaonia tuguriorum","2019-05-12","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Elspeth Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708746""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",889,"Phaonia tuguriorum","2019-04-29","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708745""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
"","",890,"Phaonia tuguriorum","2019-04-07","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12708744""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] ","Requires Confirmation",""
