"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
1113,"12708508","iBRC12708508","","iRecord | iRecord Import","Species","Coenosia tigrina","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030978","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1114,"12708507","iBRC12708507","","iRecord | iRecord Import","Species","Coenosia testacea","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030979","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1115,"12708506","iBRC12708506","","iRecord | iRecord Import","Species","Azelia zetterstedtii","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0100001883","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1116,"12708505","iBRC12708505","","iRecord | iRecord Import","Species","Fannia polychaeta","","insect - true fly (Diptera)","Animalia","Diptera","Fanniidae","NBNSYS0000030688","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1117,"12708504","iBRC12708504","","iRecord | iRecord Import","Species","Pegoplata infirma","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100004510","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
1118,"12708503","iBRC12708503","","iRecord | iRecord Import","Species","Hylemyza partita","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100003564","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
1119,"12708502","iBRC12708502","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
1120,"12708501","iBRC12708501","","iRecord | iRecord Import","Species","Hylemya urbica","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100003563","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
1121,"12708500","iBRC12708500","","iRecord | iRecord Import","Species","Delia platura","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030557","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
1122,"12708499","iBRC12708499","","iRecord | iRecord Import","Species","Scathophaga stercoraria","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030409","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1123,"12708498","iBRC12708498","","iRecord | iRecord Import","Species","Helina reversio","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030844","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","4","false","","Bracken & Bilberry","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1124,"12708497","iBRC12708497","","iRecord | iRecord Import","Species","Helina quadrum","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030861","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1125,"12708496","iBRC12708496","","iRecord | iRecord Import","Species","Coenosia testacea","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030979","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","3","false","","Bracken & Bilberry","","31/01/2020 09:14","31/01/2020 09:14","Unconfirmed","Not reviewed","","","","","Passed checks"
1126,"12708495","iBRC12708495","","iRecord | iRecord Import","Species","Azelia nebulosa","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030728","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1127,"12708494","iBRC12708494","","iRecord | iRecord Import","Species","Azelia cilipes","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030726","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1128,"12708493","iBRC12708493","","iRecord | iRecord Import","Species","Fannia serena","","insect - true fly (Diptera)","Animalia","Diptera","Fanniidae","NBNSYS0000030695","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1129,"12708492","iBRC12708492","","iRecord | iRecord Import","Species","Fannia polychaeta","","insect - true fly (Diptera)","Animalia","Diptera","Fanniidae","NBNSYS0000030688","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","2","false","","Bracken & Bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1130,"12708491","iBRC12708491","","iRecord | iRecord Import","Species","Pegoplata infirma","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100004510","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
1131,"12708490","iBRC12708490","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","2","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
1132,"12708489","iBRC12708489","","iRecord | iRecord Import","Species","Delia platura","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030557","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
1133,"12708488","iBRC12708488","","iRecord | iRecord Import","Species","Chirosia albitarsis","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030422","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
1134,"12708487","iBRC12708487","","iRecord | iRecord Import","Species","Botanophila fugax","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100002042","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
1135,"12708486","iBRC12708486","","iRecord | iRecord Import","Species","Scathophaga stercoraria","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030409","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 1f","false","","Bracken & low birch","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1136,"12708485","iBRC12708485","","iRecord | iRecord Import","Species","Metopia campestris","","insect - true fly (Diptera)","Animalia","Diptera","Sarcophagidae","NBNSYS0000030282","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & low birch","","31/01/2020 09:13","22/02/2020 15:17","Accepted","Considered correct","","Whitmore, Daniel","22/02/2020 15:17","","Passed checks"
1137,"12708484","iBRC12708484","","iRecord | iRecord Import","Species","Spilogona pacifica","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0100005570","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","2","false","","Bracken & low birch","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1138,"12708483","iBRC12708483","","iRecord | iRecord Import","Species","Helina reversio","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030844","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken & low birch","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1139,"12708482","iBRC12708482","","iRecord | iRecord Import","Species","Azelia nebulosa","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030728","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & low birch","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1140,"12708481","iBRC12708481","","iRecord | iRecord Import","Species","Fannia polychaeta","","insect - true fly (Diptera)","Animalia","Diptera","Fanniidae","NBNSYS0000030688","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","2","false","","Bracken & low birch","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1141,"12708480","iBRC12708480","","iRecord | iRecord Import","Species","Pegoplata infirma","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100004510","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & low birch","","31/01/2020 09:13","11/02/2020 18:10","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:10","","Passed checks"
1142,"12708479","iBRC12708479","","iRecord | iRecord Import","Species","Scathophaga stercoraria","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030409","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1143,"12708478","iBRC12708478","","iRecord | iRecord Import","Species","Hydrotaea irritans","Headfly","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030764","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1144,"12708477","iBRC12708477","","iRecord | iRecord Import","Species","Helina reversio","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030844","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Pond in open heath","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1145,"12708476","iBRC12708476","","iRecord | iRecord Import","Species","Azelia nebulosa","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030728","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1146,"12708475","iBRC12708475","","iRecord | iRecord Import","Species","Fannia polychaeta","","insect - true fly (Diptera)","Animalia","Diptera","Fanniidae","NBNSYS0000030688","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1147,"12708474","iBRC12708474","","iRecord | iRecord Import","Species","Pegoplata infirma","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100004510","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Pond in open heath","","31/01/2020 09:13","11/02/2020 18:10","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:10","","Passed checks"
1148,"12708473","iBRC12708473","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","11/02/2020 18:10","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:10","","Passed checks"
1149,"12708472","iBRC12708472","","iRecord | iRecord Import","Species","Chirosia histricina","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030427","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","11/02/2020 18:10","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:10","","Passed checks"
1150,"12708471","iBRC12708471","","iRecord | iRecord Import","Species","Botanophila fugax","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100002042","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Pond in open heath","","31/01/2020 09:13","11/02/2020 18:10","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:10","","Passed checks"
1151,"12708470","iBRC12708470","","iRecord | iRecord Import","Species","Anthomyia liturata","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030502","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken around lone oak","","31/01/2020 09:13","11/02/2020 18:11","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:11","","Passed checks"
1152,"12708469","iBRC12708469","","iRecord | iRecord Import","Species","Dexiosoma caninum","","insect - true fly (Diptera)","Animalia","Diptera","Tachinidae","NBNSYS0000030079","Bickerton Hill","SJ498531","53.0732149187666","-2.74997891850547","OSGB","100","SJ498531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Wood on steep slope","","31/01/2020 09:13","04/02/2020 00:38","Accepted","Considered correct","","Smith, Matt","04/02/2020 00:38","","Passed checks"
1153,"12708468","iBRC12708468","","iRecord | iRecord Import","Species","Scathophaga inquinata","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030403","Bickerton Hill","SJ498531","53.0732149187666","-2.74997891850547","OSGB","100","SJ498531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Wood on steep slope","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1154,"12708467","iBRC12708467","","iRecord | iRecord Import","Species","Phaonia subventa","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030825","Bickerton Hill","SJ498531","53.0732149187666","-2.74997891850547","OSGB","100","SJ498531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Wood on steep slope","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1155,"12708466","iBRC12708466","","iRecord | iRecord Import","Species","Hylemya nigrimana","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030566","Bickerton Hill","SJ498531","53.0732149187666","-2.74997891850547","OSGB","100","SJ498531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 1f","false","","Wood on steep slope","","31/01/2020 09:13","11/02/2020 18:11","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:11","","Passed checks"
1156,"12708465","iBRC12708465","","iRecord | iRecord Import","Species","Phaonia erronea","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030794","Bickerton Hill","SJ496531","53.0731960632846","-2.75296379005693","OSGB","100","SJ496531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Damp woodland","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1157,"12708464","iBRC12708464","","iRecord | iRecord Import","Species","Hebecnema nigricolor","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030870","Bickerton Hill","SJ496531","53.0731960632846","-2.75296379005693","OSGB","100","SJ496531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Damp woodland","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1158,"12708463","iBRC12708463","","iRecord | iRecord Import","Species","Azelia nebulosa","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030728","Bickerton Hill","SJ496531","53.0731960632846","-2.75296379005693","OSGB","100","SJ496531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Damp woodland","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1159,"12708462","iBRC12708462","","iRecord | iRecord Import","Species","Azelia cilipes","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030726","Bickerton Hill","SJ496531","53.0731960632846","-2.75296379005693","OSGB","100","SJ496531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Damp woodland","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1160,"12708461","iBRC12708461","","iRecord | iRecord Import","Species","Scathophaga stercoraria","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030409","Bickerton Hill","SJ494528","53.0704806514783","-2.75590142024734","OSGB","100","SJ494528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Heather & bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1161,"12708460","iBRC12708460","","iRecord | iRecord Import","Species","Hebecnema umbratica","","insect - true fly (Diptera)","Animalia","Diptera","Muscidae","NBNSYS0000030871","Bickerton Hill","SJ494528","53.0704806514783","-2.75590142024734","OSGB","100","SJ494528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Heather & bilberry","","31/01/2020 09:13","31/01/2020 09:13","Unconfirmed","Not reviewed","","","","","Passed checks"
1162,"12708459","iBRC12708459","","iRecord | iRecord Import","Species","Subhylemyia longula","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030564","Bickerton Hill","SJ494528","53.0704806514783","-2.75590142024734","OSGB","100","SJ494528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Heather & bilberry","","31/01/2020 09:13","11/02/2020 18:11","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:11","","Passed checks"
1163,"12708458","iBRC12708458","","iRecord | iRecord Import","Species","Delia platura","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030557","Bickerton Hill","SJ494528","53.0704806514783","-2.75590142024734","OSGB","100","SJ494528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","2","false","","Heather & bilberry","","31/01/2020 09:13","11/02/2020 18:16","Accepted","Considered correct","","Brighton, Phil","11/02/2020 18:16","","Passed checks"
